topic,ask_type,count
Tetralogy Of Fallot,mechanism,1
Tetralogy Of Fallot,other,1
Tetralogy of Fallot,diagnosis,1
Tetralogy of Fallot,image_identification,1
Tetralogy of Fallot,mechanism,1
Tetralogy of Fallot,other,1
Thalamus,anatomy_structure,2
Thalassemia,diagnosis,5
Thalassemia,other,1
Thanatology,other,210
Thanatology,investigation,50
Thanatology,diagnosis,49
Thanatology,mechanism,25
Thanatology,image_identification,12
Thanatology,anatomy_structure,8
Thanatology,management,2
Thanatology,drug_of_choice,1
Thanatology,epidemiology,1
The Nervous System,other,5
Theca Lutein Cysts,epidemiology,1
Therapeutic Apheresis,management,1
Therapeutic phlebotomy,management,1
Thermal Injuries,diagnosis,1
Thermal Injuries,other,1
Thermal injuries,diagnosis,1
Thermal regulation,management,1
Thermoreception,mechanism,3
Thermoregulation,mechanism,11
Thermoregulation,other,4
Thermoregulation,diagnosis,1
Thermoregulation In Fever,mechanism,1
Thermoregulation in Fever,mechanism,1
Thiamine,management,1
Thiamine Metabolism,mechanism,1
Thiazide Diuretics,mechanism,2
Thiopentone,management,1
Thiopentone,mechanism,1
Thiopentone,other,1
Thoracic Anatomy,anatomy_structure,5
Thoracic Anatomy,other,1
Thoracic Aorta,image_identification,1
Thoracic CT,image_identification,1
Thoracic Cavity Anatomy,anatomy_structure,1
Thoracic Ct,image_identification,1
Thoracic Imaging,image_identification,6
Thoracic Imaging,diagnosis,1
Thoracic Imaging,investigation,1
Thoracic Inlet Anatomy,anatomy_structure,1
Thoracic Outlet Syndrome,diagnosis,2
Thoracic Pathology,other,1
Thoracic Radiology,other,6
Thoracic Radiology,diagnosis,1
Thoracic Radiology,image_identification,1
Thoracic Surgery,management,4
Thoracic Surgery,anatomy_structure,1
Thoracic Surgery,diagnosis,1
Thoracic anatomy,anatomy_structure,2
Thoracic aorta,anatomy_structure,1
Thoracic aorta,image_identification,1
Thoracic duct,anatomy_structure,1
Thoracic imaging,image_identification,3
Thoracic outlet syndrome,diagnosis,1
Thoracic pathology,diagnosis,1
Thoracic radiology,image_identification,1
Thoracic surgery,diagnosis,3
Thoracic surgery,anatomy_structure,1
Thoracic surgery,other,1
Thoracolumbar Fascia,anatomy_structure,1
Thoracolumbar fascia,anatomy_structure,1
Thorax,anatomy_structure,100
Thorax,other,73
Thorax,diagnosis,6
Thorax,management,6
Thorax,image_identification,4
Thorax,mechanism,3
Thorax,investigation,2
Thorax,epidemiology,1
Thought Disorder,diagnosis,1
Thought Disorders,other,1
Thought disorder,diagnosis,1
Thought disorders,other,1
Throat & Larynx,anatomy_structure,16
Throat & Larynx,other,16
Throat & Larynx,diagnosis,10
Throat & Larynx,management,5
Throat & Larynx,image_identification,2
Throat & Larynx,mechanism,2
Throat & Larynx,drug_of_choice,1
Thrombocytopenia,diagnosis,2
Thrombocytopenia,other,1
Thromboelastography,investigation,1
Thromboembolism,investigation,2
Thromboembolism,diagnosis,1
Thromboembolism,epidemiology,1
Thrombolytic Agents,drug_of_choice,1
Thrombolytic Drugs,mechanism,1
Thrombolytic drugs,mechanism,1
Thrombolytics,mechanism,2
Thrombolytics,drug_of_choice,1
Thrombophilia,diagnosis,1
Thrombopoietic Agents,drug_of_choice,1
Thrombosis,mechanism,3
Thrombosis,other,2
Thrombotic Thrombocytopenic Purpura,diagnosis,1
Thymoma Associations,diagnosis,1
Thymus,anatomy_structure,2
Thyroglossal Cyst,anatomy_structure,1
Thyroglossal cyst,anatomy_structure,1
Thyroid Carcinoma,diagnosis,1
Thyroid Carcinoma,mechanism,1
Thyroid Diseases,diagnosis,1
Thyroid Disorders,diagnosis,8
Thyroid Disorders,investigation,3
Thyroid Disorders,management,2
Thyroid Disorders,other,2
Thyroid Disorders,mechanism,1
Thyroid Drugs,mechanism,1
Thyroid Eye Disease,diagnosis,1
Thyroid Function Tests,investigation,1
Thyroid Gland,anatomy_structure,1
Thyroid Gland,epidemiology,1
Thyroid Gland,mechanism,1
Thyroid Hormones,other,3
Thyroid Hormones,mechanism,1
Thyroid Neoplasms,diagnosis,4
Thyroid Neoplasms,management,3
Thyroid Neoplasms,drug_of_choice,1
Thyroid Neoplasms,mechanism,1
Thyroid Neoplasms,other,1
Thyroid Pathology,diagnosis,2
Thyroid Pathology,other,1
Thyroid Physiology,mechanism,1
Thyroid Swellings,investigation,1
Thyroid carcinoma,diagnosis,1
Thyroid carcinoma,mechanism,1
Thyroid disorders,diagnosis,3
Thyroid disorders,drug_of_choice,1
Thyroid disorders,management,1
Thyroid disorders,mechanism,1
Thyroid drugs,mechanism,1
Thyroid eye disease,anatomy_structure,1
Thyroid eye disease,other,1
Thyroid function tests,investigation,1
Thyroid gland,anatomy_structure,2
Thyroid gland,epidemiology,1
Thyroid gland,mechanism,1
Thyroid hormones,drug_of_choice,1
Thyroid neoplasms,diagnosis,2
Thyroid neoplasms,drug_of_choice,1
Thyroid neoplasms,other,1
Thyroid physiology,mechanism,1
Thyroidectomy,management,1
Thyroidectomy Complications,diagnosis,1
Thyroidectomy complications,diagnosis,2
Thyroiditis,diagnosis,1
Tibialis anterior,anatomy_structure,2
Tic Disorders,other,1
Tic disorders,diagnosis,1
Tic disorders,other,1
Time of death,other,1
Tinea,management,1
Tinea Capitis,diagnosis,1
Tinea Capitis,investigation,1
Tinea Versicolor,diagnosis,1
Tinea versicolor,diagnosis,1
Tinnitus,diagnosis,2
Tissue Repair,other,1
Tocolytics,other,1
Tomographic Imaging,other,1
Tongue,anatomy_structure,1
Tongue,diagnosis,1
Tongue Anatomy,image_identification,1
Tongue Carcinoma,management,1
Tonometry,mechanism,1
Tonsil,anatomy_structure,1
Tonsil Disorders,management,3
Tonsil disorders,management,5
Tonsil disorders,anatomy_structure,1
Tonsil disorders,investigation,1
Tonsillar Pillar,anatomy_structure,1
Tonsillar pillar,anatomy_structure,1
Tonsillectomy,management,10
Tonsillectomy Complications,management,1
Tonsillitis,diagnosis,3
Tonsillitis,management,1
Tonsillitis,mechanism,1
Tophi,other,1
Topical Anaesthesia,other,1
Topical Antifungal Agents,other,1
Topical Corticosteroids,other,1
Topical Therapy,drug_of_choice,1
Topical anesthesia,other,1
Topical antifungal agents,other,1
Topical antifungals,other,1
Topical corticosteroids,other,1
Topical therapy,other,1
Torture,other,6
Tourette Syndrome,diagnosis,1
Tourette Syndrome,drug_of_choice,1
Tourette Syndrome,management,1
Tourette syndrome,diagnosis,1
Tourette syndrome,drug_of_choice,1
Tourette syndrome,management,1
Toxic Alcohol Poisoning,mechanism,1
Toxic Exposure,management,1
Toxic alcohol poisoning,mechanism,1
Toxic exposure,management,1
Toxicity,diagnosis,1
Toxicology,other,87
Toxicology,diagnosis,57
Toxicology,mechanism,24
Toxicology,management,17
Toxicology,drug_of_choice,15
Toxicology,investigation,9
Toxicology,epidemiology,3
Toxicology,image_identification,2
Toxins,image_identification,1
Toxins,mechanism,1
Toxins,other,1
Toxocariasis,diagnosis,1
Toxoplasmosis,investigation,2
Trace Element Metabolism,investigation,1
Trace Elements,other,3
Trace Elements,mechanism,1
Trace elements,diagnosis,2
Trace elements,mechanism,2
Trace elements,other,2
Tracheostomy,management,3
Tracheostomy,anatomy_structure,1
Tracheostomy,other,1
Trachoma,diagnosis,2
Traction,other,2
Tracts,mechanism,1
Trade commerce,other,1
Transferases,other,1
Transfusion Medicine,other,8
Transfusion Medicine,management,5
Transfusion Medicine,epidemiology,3
Transfusion Medicine,investigation,2
Transfusion Medicine,mechanism,2
Transfusion Medicine,diagnosis,1
Transfusion Reactions,epidemiology,2
Transfusion Reactions,mechanism,1
Transfusion medicine,management,3
Transfusion medicine,other,1
Transfusion reactions,epidemiology,1
Transfusion reactions,mechanism,1
Transient Synovitis,diagnosis,1
Transient synovitis,diagnosis,1
Transmission,epidemiology,4
Transmission Modes,epidemiology,1
Transplant Complications,other,1
Transplant Rejection,other,2
Transplant Surgery,management,2
Transplant rejection,other,1
Transplantation,other,10
Transport Proteins,diagnosis,1
Transposons,mechanism,1
Transverse Lie,other,1
Transverse Vaginal Septum,diagnosis,1
Trapezius,anatomy_structure,1
Trauma,other,91
Trauma,diagnosis,71
Trauma,management,52
Trauma,mechanism,22
Trauma,anatomy_structure,16
Trauma,image_identification,13
Trauma,investigation,9
Trauma,epidemiology,3
Trauma Surgery,management,2
Trauma Surgery,image_identification,1
Trauma Surgery,investigation,1
Trauma Surgery,other,1
Travel Medicine,epidemiology,1
Travel Medicine,management,1
Treatment,management,1
Treatment,other,1
Treatment Protocol For High Risk Cases,other,1
Treatment Protocols,management,1
Treatment Resistance,other,1
Treatment resistance,other,1
Trematodes,other,2
Trematodes,diagnosis,1
Trematodes,epidemiology,1
Triage,management,2
Triage,other,1
Triage Categories,management,1
Tribal Health,epidemiology,1
Trichomonas,other,1
Trichomoniasis,diagnosis,3
Trichotillomania,other,2
Trichotillomania,diagnosis,1
Tricuspid Valve,mechanism,1
Tricuspid atresia,other,1
Trigeminal Nerve,anatomy_structure,3
Trigeminal Neuralgia,mechanism,1
Trigeminal Neuralgia,other,1
Trigeminal nerve,anatomy_structure,5
Trigeminal neuralgia,mechanism,1
Triptans,drug_of_choice,2
Triptans,other,1
Trismus,mechanism,1
Trisomy 21,epidemiology,1
Tropical Diseases,diagnosis,1
Tropical Medicine,diagnosis,2
Tropical Medicine,other,1
Tropical Pulmonary Eosinophilia,diagnosis,1
Tropical medicine,diagnosis,1
Tropical medicine,management,1
True hermaphroditism,diagnosis,1
Trypanosomiasis,epidemiology,1
Tubal patency,management,1
Tubercular Otitis Media,diagnosis,1
Tuberculosis,epidemiology,29
Tuberculosis,management,15
Tuberculosis,other,14
Tuberculosis,diagnosis,12
Tuberculosis,investigation,8
Tuberculosis,mechanism,6
Tuberculosis,anatomy_structure,2
Tuberculosis,drug_of_choice,2
Tuberculosis,image_identification,1
Tuberculosis Control,epidemiology,3
Tuberculosis Control,other,1
Tuberculosis Of Hip,other,1
Tuberculosis control,epidemiology,2
Tuberculosis of hip,other,1
Tuberculous Arthritis,investigation,1
Tuberculous Synovitis,diagnosis,1
Tuberous Sclerosis,diagnosis,2
Tuberous sclerosis,diagnosis,1
Tubular Disorders,mechanism,1
Tubulointerstitial Diseases,other,1
Tubulopathies,anatomy_structure,1
Tuning fork tests,investigation,1
Turner Syndrome,management,1
Turner syndrome,diagnosis,4
Twin Complications,diagnosis,1
Tympanic Membrane,anatomy_structure,1
Tympanic Membrane,management,1
Tympanic Membrane,mechanism,1
Tympanic membrane,mechanism,3
Tympanic membrane,other,3
Tympanic membrane,anatomy_structure,2
Tympanic membrane,diagnosis,2
Tympanoplasty,management,2
Tympanoplasty,anatomy_structure,1
Tympanostomy Tube,management,1
Type 1 Diabetes,other,1
Typhoid,mechanism,2
Typhoid,management,1
Typhoid,other,1
Typhoid Fever,diagnosis,2
Typhoid Fever,management,1
Typhoid Fever,other,1
Typhoid Fever Treatment,management,1
Typhoid Treatment,drug_of_choice,1
Typhoid fever,diagnosis,1
Typhoid fever,mechanism,1
Typhoid fever treatment,management,1
Typhoid treatment,drug_of_choice,1
Typhus,epidemiology,1
Tyrosine Kinase Inhibitors,mechanism,1
Tyrosine Kinase Inhibitors,other,1
Tyrosine kinase inhibitors,mechanism,1
Tyrosinemia,other,1
UTI,investigation,1
Ubiquitin Proteasome Pathway,mechanism,1
Ulcerative colitis,diagnosis,1
Ulcerative colitis,other,1
Ulcers,diagnosis,1
Ulnar nerve,diagnosis,1
Ultrasonography,investigation,2
Ultrasound,other,15
Ultrasound,investigation,10
Ultrasound,diagnosis,4
Ultrasound,image_identification,3
Ultrasound,mechanism,3
Umbilical Cord,anatomy_structure,1
Umbilical Cord,other,1
Umbilical Cord Anatomy,anatomy_structure,1
Umbilical Cord Insertion,anatomy_structure,1
Umbilical Structures,anatomy_structure,1
Umbilical cord,anatomy_structure,2
Umbilical cord insertion,anatomy_structure,1
Umbilical cord prolapse,management,1
Umbilical lesions,diagnosis,1
Umbilical structures,anatomy_structure,1
Uncemented prosthesis,mechanism,1
Undescended Testis,management,2
Unfolded protein response,mechanism,1
Universal Precautions,other,2
Upper Cervical Vertebrae,anatomy_structure,1
Upper GI,diagnosis,1
Upper GI Cancer,investigation,1
Upper GI Imaging,other,1
Upper GI Surgery,management,2
Upper GI imaging,image_identification,1
Upper Gi Imaging,other,1
Upper Limb,anatomy_structure,157
Upper Limb,other,16
Upper Limb,diagnosis,10
Upper Limb,image_identification,8
Upper Limb,mechanism,8
Upper Limb,management,4
Upper Lobe,anatomy_structure,1
Upper airway obstruction,diagnosis,1
Upper cervical vertebrae,anatomy_structure,1
Urea Cycle,mechanism,13
Urea Cycle,other,3
Urea Cycle,anatomy_structure,1
Urea Cycle,diagnosis,1
Urea cycle,mechanism,2
Uremia,management,1
Uremic Neuropathy,epidemiology,1
Uremic neuropathy,epidemiology,1
Ureter,anatomy_structure,6
Ureter,epidemiology,1
Ureteric Anomaly,diagnosis,1
Ureteric Stones,management,1
Ureteric anomaly,diagnosis,1
Urethra,anatomy_structure,1
Urethral Imaging,image_identification,1
Urethral Injuries,diagnosis,2
Urethral Pathology,image_identification,1
Urethral Stricture,management,1
Urethral injuries,diagnosis,2
Urethral injuries,anatomy_structure,1
Urethral stricture,management,1
Urethritis,diagnosis,1
Urethritis Causes,diagnosis,1
Uric Acid Metabolism,other,1
Uric acid metabolism,drug_of_choice,1
Uric acid metabolism,mechanism,1
Uricase,drug_of_choice,1
Urinalysis,investigation,1
Urinary Bladder,anatomy_structure,2
Urinary Bladder,mechanism,2
Urinary Bladder,other,1
Urinary Disorders,other,1
Urinary Incontinence,diagnosis,1
Urinary Incontinence,epidemiology,1
Urinary Obstruction,management,1
Urinary Pathology,epidemiology,1
Urinary Pharmacology,drug_of_choice,1
Urinary System,anatomy_structure,6
Urinary System,diagnosis,1
Urinary System,image_identification,1
Urinary System,mechanism,1
Urinary System,other,1
Urinary System Pathology,diagnosis,1
Urinary Tract Anomalies,diagnosis,1
Urinary Tract Pathology,diagnosis,1
Urinary Tract Pathology,epidemiology,1
Urinary Tract Stones,other,1
Urinary bladder,anatomy_structure,4
Urinary bladder,mechanism,2
Urinary bladder,other,1
Urinary diversion,management,1
Urinary incontinence,diagnosis,1
Urinary incontinence,epidemiology,1
Urinary pathology,epidemiology,1
Urinary pharmacology,drug_of_choice,1
Urinary system,anatomy_structure,7
Urinary system,diagnosis,1
Urinary system,epidemiology,1
Urinary system,mechanism,1
Urinary system,other,1
Urinary tract anatomy,other,1
Urinary tract anomalies,image_identification,1
Urinary tract obstruction,image_identification,1
Urinary tract pathology,diagnosis,1
Urinary tract pathology,epidemiology,1
Urine Concentration,mechanism,1
Urine Formation,mechanism,2
Urine Formation,other,1
Urine output,diagnosis,1
Urine specific gravity,diagnosis,1
Urobilinogen,investigation,1
Urogenital Anatomy,anatomy_structure,1
Urogenital Imaging,diagnosis,2
Urogenital Neoplasms,diagnosis,1
Urogenital Pathology,image_identification,1
Urogenital Pharmacology,drug_of_choice,1
Urogenital Radiology,image_identification,3
Urogenital Radiology,investigation,1
Urogenital System,anatomy_structure,5
Urogenital System,mechanism,1
Urogenital anatomy,anatomy_structure,1
Urogenital fistulas,diagnosis,1
Urogenital neoplasms,diagnosis,1
Urogenital radiology,image_identification,1
Urogenital system,anatomy_structure,3
Urogenital system,mechanism,2
Urogynecology,diagnosis,1
Urogynecology,management,1
Urolithiasis,other,5
Urolithiasis,diagnosis,3
Urolithiasis Imaging,investigation,1
Urolithiasis imaging,investigation,1
Urologic Oncology,management,1
Urologic Pathology,epidemiology,1
Urologic Pathology,other,1
Urologic pathology,epidemiology,1
Urological Drugs,drug_of_choice,1
Urological Imaging,image_identification,1
Urological Neoplasms,epidemiology,1
Urological Oncology,epidemiology,1
Urological Oncology,management,1
Urological Pharmacology,other,1
Urological Procedures,management,3
Urological Procedures,anatomy_structure,1
Urological Surgery,anatomy_structure,1
Urological Surgery,other,1
Urological Symptoms,investigation,1
Urological imaging,image_identification,1
Urological neoplasms,epidemiology,1
Urological surgery,management,1
Urology,other,43
Urology,management,30
Urology,diagnosis,22
Urology,anatomy_structure,4
Urology,epidemiology,3
Urology,image_identification,3
Urology,investigation,3
Uronic Acid Pathway,mechanism,5
Uroradiology,investigation,5
Uroradiology,image_identification,3
Urothelial Carcinoma,epidemiology,1
Urothelial carcinoma,epidemiology,1
Urticaria,image_identification,1
Usher Syndrome,diagnosis,1
Uterine Abnormalities,diagnosis,1
Uterine Adhesions,diagnosis,1
Uterine Adhesions,other,1
Uterine Anatomy,anatomy_structure,1
Uterine Anomalies,management,6
Uterine Anomalies,image_identification,4
Uterine Anomalies,investigation,4
Uterine Anomalies,diagnosis,3
Uterine Anomalies,anatomy_structure,1
Uterine Anomalies,epidemiology,1
Uterine Anomalies,other,1
Uterine Artery,anatomy_structure,1
Uterine Causes Of Aub,diagnosis,1
Uterine Causes of AUB,diagnosis,1
Uterine Disorders,diagnosis,1
Uterine Disorders,image_identification,1
Uterine Disorders,management,1
Uterine Fibroids,other,4
Uterine Fibroids,diagnosis,3
Uterine Fibroids,management,3
