topic,concept,count,years
Toxic alcohol poisoning,Ethylene glycol oxalate formation,1,2012
Toxic exposure,Seal windows for toxic fumes,1,2025
Toxicity,Hypervitaminosis A intracranial pressure,1,2016
Toxicology,Cadmium poisoning proximal tubule proteinuria,2,"2016,2017"
Toxicology,Datura anticholinergic toxidrome,2,2024
Toxicology,Deferoxamine for iron overdose,2,2022
Toxicology,Lead poisoning gout,2,"2016,2017"
Toxicology,Methanol toxic metabolites,2,2024
Toxicology,"A 56-year-old man presents with fatigue, pallor, and abdominal pain. He reports memory loss",1,2022
Toxicology,A patient came with complaints of hair loss. His wife mentions that she has noticed some,1,2022
Toxicology,A patient was brought to casualty with seizures. He had multiple episodes and was taking,1,2023
Toxicology,Acid ingestion properties,1,2015
Toxicology,Aconite poisoning symptoms,1,2010
Toxicology,Alcohol impairment assessment,1,2018
Toxicology,Aldrich-Mees lines and raindrop pigmentation,1,2019
Toxicology,Alkaline diuresis not for basic drugs,1,2015
Toxicology,Argemone oil detection test,1,2012
Toxicology,Argemone oil nitric acid test,1,2012
Toxicology,Arsenic mimics cholera,1,2015
Toxicology,Arsenic neuropathy type,1,2014
Toxicology,Arsenic poisoning clinical features,1,2012
Toxicology,Arsenic poisoning garlic odor,1,2025
Toxicology,Arsenic poisoning gastric signs,1,2017
Toxicology,Arsenic poisoning nail changes,1,2022
Toxicology,Arsenic poisoning signs,1,2019
Toxicology,Arsenic rain drop pigmentation,1,2012
Toxicology,Arsenic white particles,1,2018
Toxicology,Atropine in cholinergic poisoning,1,2013
Toxicology,Barium-induced hypokalemic weakness,1,2012
Toxicology,Cadmium induced renal injury,1,2012
Toxicology,Cadmium nephrotoxicity,1,2024
Toxicology,Cadmium poisoning muscle pain nephropathy,1,2017
Toxicology,Cadmium poisoning myalgia nephropathy,1,2016
Toxicology,Cadmium poisoning symptoms,1,2018
Toxicology,Cadmium proximal tubule proteinuria,1,2018
Toxicology,Cadmium proximal tubule toxicity,1,2017
Toxicology,Carbolic acid color,1,2018
Toxicology,Carbon tetrachloride centrilobular necrosis,1,2013
Toxicology,Chronic arsenic poisoning,1,2022
Toxicology,Chronic arsenic poisoning manifestations,1,2012
Toxicology,Cocaine catecholamine reuptake blockade,1,2019
Toxicology,Cocaine metabolite test,1,2016
Toxicology,Cocaine sympathetic toxidrome,1,2024
Toxicology,Cocaine sympathomimetic toxicity,1,2021
Toxicology,Commonest drug abuse in India,1,2012
Toxicology,Commonest heavy metal poisoning,1,2012
Toxicology,Contact nerve poison classification,1,2013
Toxicology,Copper poisoning bluish pigmentation,1,2011
Toxicology,Copper sulfate antidotal action,1,2012
Toxicology,Corrosive ingestion lavage,1,2019
Toxicology,Corrosive poison max damage,1,2015
Toxicology,Cyanide blocks complex IV,1,2012
Toxicology,Cyanide cytochrome oxidase inhibition,1,2012
Toxicology,Cyanide poisoning,1,2014
Toxicology,Datura muttering delirium,1,2012
Toxicology,Datura poisoning management,1,2021
Toxicology,Datura seed features,1,2016
Toxicology,Deferoxamine for iron poisoning,1,2019
Toxicology,Dermal nitrate test for GSR,1,2012
Toxicology,Dhatura anticholinergic intoxication,1,2024
Toxicology,Drug enzyme inhibition mechanisms,1,2011
Toxicology,Early magnesium toxicity signs,1,2011
Toxicology,Epidemic dropsy causative toxin,1,2012
Toxicology,Ethanol antidote methanol poisoning,1,2015
Toxicology,Ethylene glycol anion gap acidosis,1,2022
Toxicology,Ethylene glycol oxalate formation,1,2012
Toxicology,Ethylene glycol poisoning diagnosis,1,2024
Toxicology,Fine tremor causes,1,2016
Toxicology,First aid for acid burns,1,2012
Toxicology,Fomepizole for ethylene glycol,1,2012
Toxicology,Fomepizole methanol poisoning,1,2014
Toxicology,Forensic poisoning image identification,1,2024
Toxicology,Formic acid methanol metabolite,1,2024
Toxicology,Fumigant poison examples,1,2013
Toxicology,Gastric lavage contraindicated in kerosene,1,2012
Toxicology,Glycolysis inhibitor exception,1,2012
Toxicology,High anion gap metabolic acidosis,1,2024
Toxicology,Indoor shelter during toxic release,1,2025
Toxicology,Insecticide induced female sterility,1,2012
Toxicology,Insecticide poison classes,1,2013
Toxicology,Intermediate syndrome management,1,2013
Toxicology,Iron poisoning antidote,1,2018
Toxicology,Iron poisoning management,1,2022
Toxicology,Lead Burtonian gum lines,1,2012
Toxicology,Lead coproporphyrinuria,1,2023
Toxicology,Lead detection in skeleton,1,2020
Toxicology,Lead induced abdominal colic,1,2019
Toxicology,Lead poisoning causing anemia,1,2018
Toxicology,Lead poisoning gout cause,1,2018
Toxicology,Lead poisoning heme synthesis enzymes,1,2022
Toxicology,Lead poisoning heme synthesis inhibition,1,2019
Toxicology,Least toxic lead form,1,2015
Toxicology,Lithium-induced nephrogenic diabetes insipidus,1,2015
Toxicology,Magnan's symptom association,1,2020
Toxicology,Magnan's symptom cocaine,1,2020
Toxicology,Magnan's symptom in cocaine,1,2020
Toxicology,Mercury poisoning blue gums tremors,1,2010
Toxicology,Mercury poisoning gastric mucosa,1,2016
Toxicology,Mercury sulfhydryl group binding,1,2013
Toxicology,Methanol poisoning antidote,1,2015
Toxicology,Methanol to formic acid,1,2024
Toxicology,Minamata methylmercury toxicity,1,2013
Toxicology,Miosis causes in poisoning and pontine lesion,1,2014
Toxicology,Most common heavy metal poisoning,1,2012
Toxicology,Muttering delirium Dhatura poisoning,1,2012
Toxicology,Mydriasis in anticholinergic poisoning,1,2014
Toxicology,N-acetylcysteine antidote therapy,1,2018
Toxicology,N-acetylcysteine for acetaminophen toxicity,1,2022
Toxicology,Naloxone pediatric use,1,2022
Toxicology,Narcoanalysis drug choice,1,2010
Toxicology,Nerve gas identification,1,2013
Toxicology,Non-aryl organophosphate,1,2015
Toxicology,Orfila Father of Toxicology,1,2012
Toxicology,Organophosphate intermediate syndrome,1,2013
Toxicology,Organophosphate poisoning management,1,2018
Toxicology,Oxalate-induced hypocalcemic tetany,1,2012
Toxicology,Oxalic acid poisoning,1,2014
Toxicology,Oximes contraindicated in carbamate poisoning,1,2012
Toxicology,Paediatric iron toxicity,1,2018
Toxicology,Papaya seeds adulterating black pepper,1,2012
Toxicology,Paracelsus toxicology history,1,2012
Toxicology,Paracetamol overdose N-acetylcysteine,1,2022
Toxicology,Phenol poisoning ochronosis,1,2012
Toxicology,Phossy jaw cause,1,2014
Toxicology,Plant based toxins,1,2015
Toxicology,Poisoning postmortem findings,1,2014
Toxicology,Presumptive blood testing,1,2012
Toxicology,Prevent Wernicke encephalopathy,1,2021
Toxicology,RA drug ocular toxicity,1,2020
Toxicology,Salicylate overdose alkalinization,1,2018
Toxicology,Salicylate poisoning alkalinization,1,2018
Toxicology,Scombroid fish poisoning organism,1,2017
Toxicology,Scorpion sting drug of choice,1,2019
Toxicology,Seed description,1,2016
Toxicology,Seizures muscle tremors poisoning,1,2018
Toxicology,Sexual assault testimony procedure,1,2022
Toxicology,Smoky stool in phosphorus poisoning,1,2016
Toxicology,Spermine picrate crystals,1,2024
Toxicology,Stomach poison examples,1,2013
Toxicology,Strychnine barbiturate antidote,1,2012
Toxicology,Strychnine consciousness preservation,1,2012
Toxicology,Strychnine opisthotonus posture,1,2012
Toxicology,Strychnine poisoning seizures opisthotonos,1,2023
Toxicology,Synthetic pyrethroid examples,1,2010
Toxicology,TCA overdose ECG changes management,1,2022
Toxicology,TCA poisoning drug of choice,1,2022
Toxicology,Thallium hair loss Mees lines,1,2022
Toxicology,Thallium poisoning clinical features,1,2022
Toxicology,Toxicological sample storage,1,2019
Toxicology,Toxidrome clinical features,1,2021
Toxicology,Viper-induced hematologic abnormalities,1,2012
Toxicology,Vitriolage acid throwing,1,2012
Toxicology,Vitriolage meaning corrosive attack,1,2012
Toxicology,White phosphorus jaw necrosis,1,2012
Toxicology,Widmark estimation of blood alcohol,1,2012
Toxicology,Yellow phosphorus luminous waxy,1,2011
Toxicology,[PAGE 90],1,2023
Toxicology,acute arsenic poisoning postmortem,1,2015
Toxicology,antemortem injury in strychnine poisoning,1,2024
Toxicology,arsenic polyneuropathy stage,1,2015
Toxicology,d,1,2023
Toxicology,diatoms forensic significance,1,2019
Toxicology,fatty degeneration chronic arsenic poisoning,1,2015
Toxicology,food adulteration detection methods,1,2021
Toxicology,heavy metal poisoning signs,1,2018
Toxicology,legal BAC limit India,1,2014
Toxicology,mercuric chloride toxicity,1,2016
Toxicology,method to study drug timeline,1,2019
Toxicology,non-contact poison identification,1,2016
Toxicology,organophosphate cholinergic toxicity,1,2018
Toxicology,oximes ineffective in carbamate poisoning,1,2016
Toxicology,scombroid poisoning histamine release,1,2016
Toxicology,scorpion sting drug of choice,1,2019
Toxicology,sodium azide in airbags,1,2014
Toxicology,substance acting as poison and antidote,1,2012
Toxicology,sympathomimetic toxidrome,1,2024
Toxicology,synthetic uncouplers list,1,2016
Toxicology,viscera storage solution,1,2019
Toxins,Aflatoxin source fungus,1,2011
Toxins,Poisonous seed active principle,1,2021
Toxins,Vibrio cholerae GM1 receptor,1,2022
Toxocariasis,Visceral larva migrans causative agent,1,2011
Toxoplasmosis,Sabin Feldman test Toxoplasmosis,1,2018
Toxoplasmosis,Toxoplasma IgG IgM serology,1,2014
Trace Element Metabolism,Wilson disease investigation,1,2024
Trace Elements,Deiodinase requires selenium,1,2012
Trace Elements,Selenium deficiency and Keshan disease,1,2012
Trace Elements,Wilson disease copper metabolism,1,2012
Trace Elements,Wilson disease diagnostic profile,1,2012
Trace elements,Copper deficiency syndrome,1,2019
Trace elements,Deiodinase requires selenium,1,2012
Trace elements,Keshan disease selenium,1,2014
Trace elements,Selenium oxidative stress,1,2016
Trace elements,Wilson disease copper metabolism,1,2012
Trace elements,Wilson disease diagnostic profile,1,2012
Tracheostomy,Difficult tracheostomy,1,2022
Tracheostomy,Mini-tracheostomy approach,1,2014
Tracheostomy,Tracheostomy complication timing,1,2013
Tracheostomy,Tracheostomy indication exception,1,2015
Tracheostomy,tracheostomy indication,1,2018
Trachoma,Trachoma blindness cause,1,2014
Trachoma,Trachoma clinical features,1,2013
Traction,Continuous fixed traction,1,2016
Traction,maximum skeletal traction weight,1,2013
Tracts,Ventral tegmental decussation,1,2015
Trade commerce,Trade of essential commodities regulation,1,2019
Transferases,Transferases classified as EC-2,1,2014
Transfusion Medicine,Blood storage for 21 days,1,2013
Transfusion Medicine,Blood transfusion duration guideline,1,2013
Transfusion Medicine,"CPD preserves 2,3-DPG",1,2020
Transfusion Medicine,CPD vs ACD for hypoxic patients,1,2020
Transfusion Medicine,CPDA blood shelf life,1,2013
Transfusion Medicine,Cross-matching test principles,1,2015
Transfusion Medicine,Cryoprecipitate in hemophilia A,1,2013
Transfusion Medicine,Direct Coombs test transfusion reaction,1,2010
Transfusion Medicine,Exchange transfusion blood product,1,2014
Transfusion Medicine,FFP indications and handling,1,2012
Transfusion Medicine,Polyagglutination of red cells,1,2013
Transfusion Medicine,RBC transfusion lifespan,1,2016
Transfusion Medicine,Refrigerated blood storage duration,1,2013
Transfusion Medicine,Safe blood transfusion duration,1,2013
Transfusion Medicine,TRALI onset post transfusion,1,2016
Transfusion Medicine,TRALI transfusion reaction timing,1,2018
Transfusion Medicine,TRALI transfusion timing,1,2017
Transfusion Medicine,blood component storage duration,1,2013
Transfusion Medicine,blood storage temperature,1,2014
Transfusion Medicine,massive transfusion definition,1,2016
Transfusion Medicine,massive transfusion electrolyte disturbances,1,2015
Transfusion Reactions,HLA mediated lung injury,1,2015
Transfusion Reactions,TRALI onset post transfusion,1,2016
Transfusion Reactions,TRALI transfusion reaction timing,1,2018
Transfusion medicine,Cryoprecipitate in hemophilia A,1,2013
Transfusion medicine,Packed cells in cardiac failure,1,2012
Transfusion medicine,RBC transfusion lifespan,1,2016
Transfusion medicine,Safe blood transfusion duration,1,2013
Transfusion reactions,HLA mediated lung injury,1,2015
Transfusion reactions,TRALI transfusion reaction timing,1,2018
Transient Synovitis,transient synovitis hip posture,1,2013
Transient synovitis,transient synovitis hip posture,1,2013
Transmission,Chickenpox contagious period,1,2014
Transmission,Direct transmission examples,1,2017
Transmission,HAV not parenteral,1,2014
Transmission,Rubella transmission false statement,1,2014
Transmission Modes,Direct transmission examples,1,2017
Transplant Complications,Kidney transplant infection risk,1,2017
Transplant Rejection,Hyperacute graft rejection timing,1,2018
Transplant Rejection,Least chance organ rejection,1,2015
Transplant Surgery,Heart transplant eligibility,1,2015
Transplant Surgery,UW solution for liver preservation,1,2015
Transplant rejection,Least chance organ rejection,1,2015
Transplantation,Hyperacute graft rejection timing,2,"2017,2018"
Transplantation,First autologous renal transplant,1,2010
Transplantation,Graft rejection timing,1,2016
Transplantation,Identical twin tissue transplant,1,2020
Transplantation,Identical twin transplant is Isograft,1,2020
Transplantation,Kidney donation graft type,1,2019
Transplantation,Least chance organ rejection,1,2015
Transplantation,Maastricht DCD classification,1,2018
Transplantation,first liver transplant surgeon,1,2014
Transport Proteins,MRP2 protein genetic disorder,1,2019
Transposons,Transposon RNA intermediate,1,2012
Transverse Lie,transverse lie etiology,1,2014
Transverse Vaginal Septum,Transverse vaginal septum pelvic pain cause,1,2021
Trapezius,Trapezius innervation,1,2014
Trauma,Glasgow Coma Scale calculation,3,"2016,2017,2018"
Trauma,Laceration over bony prominence,2,"2012,2014"
Trauma,Tension pneumothorax emergency management,2,"2016,2020"
Trauma,orbital blow out fracture location,2,"2016,2017"
Trauma,ATLS class III hemorrhage volume,1,2013
Trauma,ATLS primary survey elements,1,2020
Trauma,Acute compartment syndrome signs,1,2024
Trauma,Acute stress disorder diagnostic criteria,1,2024
Trauma,Air blast barotrauma pattern,1,2013
Trauma,Ankle fracture dislocation initial management,1,2022
Trauma,Antemortem contusion findings,1,2013
Trauma,Anterolateral thoracotomy approach,1,2013
Trauma,Ascent-related ear barotrauma,1,2013
Trauma,Battle sign identification,1,2020
Trauma,Bett classification of IOFB,1,2014
Trauma,Bett's classification use,1,2014
Trauma,Blast injury complications,1,2013
Trauma,Blast wave hollow organ injury,1,2013
Trauma,Blast wind blunt trauma,1,2013
Trauma,Brachial artery injury,1,2014
Trauma,Bruise pigment absorption,1,2013
Trauma,Buck fascia limits extravasation,1,2012
Trauma,Bulbar urethral injury clinical signs,1,2020
Trauma,Bulbar urethral injury pattern,1,2013
Trauma,CT abdomen for blunt abdominal trauma,1,2015
Trauma,CT scan glass IOFB,1,2015
Trauma,Caecal stab injury treatment,1,2016
Trauma,Chalcosis iris discoloration,1,2013
Trauma,Chance fracture diagnosis,1,2024
Trauma,Chance fracture flexion distraction,1,2018
Trauma,Chance fracture of spine,1,2024
Trauma,Chance fracture spinal injury,1,2024
Trauma,Chest abdomen stab injury management,1,2020
Trauma,Chest tube for pneumothorax,1,2022
Trauma,Chest tube output >1500 ml,1,2014
Trauma,Chronic anterior uveitis sympathetic,1,2022
Trauma,Chronic osteomyelitis diagnosis,1,2017
Trauma,Chronic osteomyelitis post trauma,1,2018
Trauma,Clavicle fracture clinical presentation,1,2022
Trauma,Commotio retinae location,1,2013
Trauma,Compartment syndrome hallmark pain,1,2024
Trauma,Complete perineal tear delayed repair timing,1,2020
Trauma,Complete perineal tear suture,1,2013
Trauma,Concave crescent subdural hematoma,1,2012
Trauma,Corrosive injury pathophysiology,1,2016
Trauma,Craniofacial disjunction fracture,1,2013
Trauma,D-shaped pupil in iridodialysis,1,2016
Trauma,Deep peroneal nerve compression,1,2024
Trauma,Degloving injury tissue involvement,1,2019
Trauma,Diffuse axonal injury imaging,1,2025
Trauma,EMDR therapy,1,2013
Trauma,Ear and lung blast injury,1,2013
Trauma,Elbow dislocation common type,1,2012
Trauma,Emergency fracture prioritization,1,2017
Trauma,Emergency thoracotomy indications,1,2012
Trauma,Enophthalmos in blow-out fracture,1,2016
Trauma,Eye trauma signs decreased vision,1,2011
Trauma,Fat Embolism Syndrome diagnosis,1,2024
Trauma,Fat embolism diagnosis post-fracture,1,2022
Trauma,Fat embolism syndrome diagnosis,1,2020
Trauma,Femur fracture early stabilization benefits,1,2012
